ID,adj.P.Val,P.Value,F,Gene.symbol,Gene.title
229506_at,0.969,0.00664605,4.937013,PPM1L,"protein phosphatase, Mg2+/Mn2+ dependent 1L"
244795_at,0.969,0.0066504,4.936322,UQCC1,ubiquinol-cytochrome c reductase complex assembly factor 1
211145_x_at,0.969,0.00675878,4.919261,IFNA21,interferon alpha 21
242425_at,0.969,0.00677391,4.916903,,
210600_s_at,0.969,0.00680796,4.911614,GRK4,G protein-coupled receptor kinase 4
242285_at,0.969,0.00685845,4.903825,,
231123_at,0.969,0.00686534,4.902765,TRIM36,tripartite motif containing 36
1554886_a_at,0.969,0.00688384,4.89993,MLXIP,MLX interacting protein
237257_at,0.969,0.00690596,4.896549,RAB4B,"RAB4B, member RAS oncogene family"
237924_at,0.969,0.00691086,4.895802,,
241762_at,0.969,0.00692218,4.894078,FBXO32,F-box protein 32
243454_at,0.969,0.00692442,4.893736,,
37549_g_at,0.969,0.00693696,4.89183,BBS9,Bardet-Biedl syndrome 9
240907_at,0.969,0.00695624,4.888908,,
222271_at,0.969,0.00702606,4.878393,,
216844_at,0.969,0.00702673,4.878293,ZC3H7B,zinc finger CCCH-type containing 7B
206076_at,0.969,0.00704986,4.874834,LRRC23,leucine rich repeat containing 23
1569793_at,0.969,0.0070506,4.874724,LOC101929372,uncharacterized LOC101929372
1554014_at,0.969,0.00709451,4.868191,CHD2,chromodomain helicase DNA binding protein 2
224062_x_at,0.969,0.00709996,4.867384,KLK4,kallikrein related peptidase 4
224104_at,0.969,0.00710012,4.86736,,
211531_x_at,0.969,0.00710535,4.866585,PRB1,proline rich protein BstNI subfamily 1
242644_at,0.969,0.00710658,4.866403,TMC8,transmembrane channel like 8
223721_s_at,0.969,0.00713116,4.862773,DNAJC12,DnaJ heat shock protein family (Hsp40) member C12
238213_at,0.969,0.00714314,4.861008,MIR5188,microRNA 5188
241585_at,0.969,0.00715568,4.859163,LRRC4C,leucine rich repeat containing 4C
234145_at,0.969,0.00716961,4.857118,,
1563228_x_at,0.969,0.00719176,4.853875,SLC38A10,solute carrier family 38 member 10
232225_at,0.969,0.00723736,4.847233,,
207717_s_at,0.969,0.00726123,4.843774,PKP2,plakophilin 2
240043_at,0.969,0.0072817,4.840817,PRR32,proline rich 32
229792_at,0.969,0.00728229,4.840731,KLHL17,kelch like family member 17
205603_s_at,0.969,0.00729175,4.839369,DIAPH2,diaphanous related formin 2
225659_at,0.969,0.00730397,4.83761,SPOPL,speckle type BTB/POZ protein like
220095_at,0.969,0.00735524,4.830266,CNTLN,centlein
224073_at,0.969,0.00736882,4.828329,LINC01521,long intergenic non-protein coding RNA 1521
1552261_at,0.969,0.00739474,4.824645,WFDC2,WAP four-disulfide core domain 2
1559256_at,0.969,0.00740574,4.823085,MAGI1,"membrane associated guanylate kinase, WW and PDZ domain containing 1"
1569895_at,0.969,0.00743487,4.818967,LINC01134,long intergenic non-protein coding RNA 1134
216940_x_at,0.969,0.00744308,4.817809,YBX1,Y-box binding protein 1
242372_s_at,0.969,0.00746274,4.815042,MFSD4A,major facilitator superfamily domain containing 4A
205968_at,0.969,0.00747743,4.81298,KCNS3,potassium voltage-gated channel modifier subfamily S member 3
201003_x_at,0.969,0.00751246,4.808079,TMEM189-UBE2V1///TMEM189///UBE2V2///UBE2V1,TMEM189-UBE2V1 readthrough///transmembrane protein 189///ubiquitin conjugating enzyme E2 V2///ubiquitin conjugating enzyme E2 V1
1563827_at,0.969,0.0075833,4.798241,LOC158434,uncharacterized LOC158434
229206_at,0.969,0.00758854,4.797518,,
215601_at,0.969,0.00761161,4.794339,,
205355_at,0.969,0.0076217,4.792951,ACADSB,"acyl-CoA dehydrogenase, short/branched chain"
240751_at,0.969,0.00763836,4.790663,,
1555002_at,0.969,0.00764342,4.789969,LOC403312,putative uncharacterized protein MGC39545
1564399_a_at,0.969,0.00764903,4.789201,ARMCX4,"armadillo repeat containing, X-linked 4"
226298_at,0.969,0.00769397,4.783067,RUNDC1,RUN domain containing 1
226526_s_at,0.969,0.00773866,4.777005,CKAP4,cytoskeleton associated protein 4
1558920_at,0.969,0.00776794,4.773053,SLC8A1-AS1,SLC8A1 antisense RNA 1
240312_at,0.969,0.007771,4.772641,LOC389895,chromosome 16 open reading frame 72-like
208473_s_at,0.969,0.0077769,4.771846,GP2,glycoprotein 2
210492_at,0.969,0.00779574,4.769316,MFAP3L,microfibrillar associated protein 3 like
243521_at,0.969,0.00780336,4.768293,ZXDA,"zinc finger, X-linked, duplicated A"
209357_at,0.969,0.00783554,4.763989,CITED2,Cbp/p300 interacting transactivator with Glu/Asp rich carboxy-terminal domain 2
203093_s_at,0.969,0.00784833,4.762283,TIMM44,translocase of inner mitochondrial membrane 44
215542_at,0.969,0.0078549,4.761408,,
210796_x_at,0.969,0.00786288,4.760346,SIGLEC6,sialic acid binding Ig like lectin 6
1565130_at,0.969,0.00789088,4.75663,MAP3K2,mitogen-activated protein kinase kinase kinase 2
1553181_at,0.969,0.00790023,4.755393,DDX31,DEAD-box helicase 31
202662_s_at,0.969,0.00795619,4.748015,ITPR2,"inositol 1,4,5-trisphosphate receptor type 2"
1560865_a_at,0.969,0.00796007,4.747506,,
220414_at,0.969,0.00798763,4.743895,CALML5,calmodulin like 5
216845_x_at,0.969,0.00798806,4.74384,KMT2D,lysine methyltransferase 2D
203433_at,0.969,0.00801819,4.739907,ST20-MTHFS///MTHFS,"ST20-MTHFS readthrough///5,10-methenyltetrahydrofolate synthetase (5-formyltetrahydrofolate cyclo-ligase)"
207957_s_at,0.969,0.00803509,4.737708,PRKCB,protein kinase C beta
216896_at,0.969,0.00804138,4.736891,COL4A3,collagen type IV alpha 3 chain
228893_at,0.969,0.00804342,4.736627,,
1570107_at,0.969,0.00804697,4.736166,,
214228_x_at,0.969,0.00805449,4.735191,TNFRSF4,TNF receptor superfamily member 4
230549_at,0.969,0.00807049,4.733119,ELK4,"ELK4, ETS transcription factor"
208692_at,0.969,0.00807128,4.733016,RPS3,ribosomal protein S3
212649_at,0.969,0.00808565,4.731159,DHX29,DEAH-box helicase 29
228258_at,0.969,0.00809181,4.730364,TBC1D10C,TBC1 domain family member 10C
229626_at,0.969,0.00818534,4.718372,CCDC184,coiled-coil domain containing 184
223873_s_at,0.969,0.00821216,4.71496,,
239534_at,0.969,0.00822807,4.712942,,
224034_at,0.969,0.00826333,4.708483,,
227929_at,0.969,0.00829202,4.70487,LIN7A,"lin-7 homolog A, crumbs cell polarity complex component"
1554538_at,0.969,0.00831833,4.701568,RHOF,"ras homolog family member F, filopodia associated"
211167_s_at,0.969,0.00836548,4.695679,GCK,glucokinase
203911_at,0.969,0.0083733,4.694706,RAP1GAP,RAP1 GTPase activating protein
208417_at,0.969,0.00838516,4.693231,FGF6,fibroblast growth factor 6
231338_at,0.969,0.00840128,4.691231,NUTM1,NUT midline carcinoma family member 1
220978_at,0.969,0.00842925,4.687769,KRTAP1-3,keratin associated protein 1-3
243761_at,0.969,0.00843302,4.687304,LOC102723899///CLDN12,pituitary tumor-transforming gene 1 protein-interacting protein///claudin 12
236088_at,0.969,0.00845387,4.684732,NTNG1,netrin G1
1557591_at,0.969,0.00852603,4.675885,LOC283038,uncharacterized LOC283038
238370_x_at,0.969,0.00854463,4.673618,,
217852_s_at,0.969,0.00855396,4.672483,ARL8B,ADP ribosylation factor like GTPase 8B
227958_s_at,0.969,0.00856574,4.67105,GSN,gelsolin
1559614_at,0.969,0.00857712,4.669669,FLJ38773,uncharacterized protein FLJ38773
242629_at,0.969,0.00858948,4.668171,RAB3B,"RAB3B, member RAS oncogene family"
1553976_a_at,0.969,0.00859196,4.667872,DPCD,deleted in primary ciliary dyskinesia homolog (mouse)
241138_at,0.969,0.00859463,4.667548,,
230034_x_at,0.969,0.00862527,4.663847,MRPL41,mitochondrial ribosomal protein L41
243073_at,0.969,0.0086361,4.662541,,
218267_at,0.969,0.00863811,4.662299,CINP,cyclin dependent kinase 2 interacting protein
203109_at,0.969,0.00864372,4.661625,UBE2M,ubiquitin conjugating enzyme E2 M
1552334_at,0.969,0.0086561,4.660137,TRIOBP,TRIO and F-actin binding protein
230923_at,0.969,0.00866476,4.659097,FAM19A1,"family with sequence similarity 19 member A1, C-C motif chemokine like"
221924_at,0.969,0.00867004,4.658464,ZMIZ2,zinc finger MIZ-type containing 2
229352_at,0.969,0.00868381,4.656814,SPESP1,sperm equatorial segment protein 1
1556666_a_at,0.969,0.00870175,4.654669,TTC6,tetratricopeptide repeat domain 6
208757_at,0.969,0.00870626,4.65413,TMED9,transmembrane p24 trafficking protein 9
204636_at,0.969,0.00875502,4.648327,COL17A1,collagen type XVII alpha 1 chain
223021_x_at,0.969,0.0087846,4.644822,VTA1,vesicle trafficking 1
1561208_at,0.969,0.00882496,4.64006,,
237895_at,0.969,0.0088316,4.639279,,
1554020_at,0.969,0.00886642,4.635193,BICD1,BICD cargo adaptor 1
1552760_at,0.969,0.00887236,4.634498,HDAC9,histone deacetylase 9
1556578_a_at,0.969,0.00887301,4.634423,FLJ31945,uncharacterized LOC440137
204471_at,0.969,0.00887623,4.634045,GAP43,growth associated protein 43
212897_at,0.969,0.0089045,4.630745,CDK19,cyclin dependent kinase 19
1559298_a_at,0.969,0.00896801,4.623368,SPATA41,spermatogenesis associated 41 (non-protein coding)
218227_at,0.969,0.00898454,4.621459,NUBP2,nucleotide binding protein 2
204260_at,0.969,0.0090213,4.617222,CHGB,chromogranin B
221992_at,0.969,0.00904698,4.614275,NPIPB15,nuclear pore complex interacting protein family member B15
1552386_at,0.969,0.00906225,4.612525,GAPT,"GRB2-binding adaptor protein, transmembrane"
226330_s_at,0.969,0.00907444,4.611131,SUPT20H,"SPT20 homolog, SAGA complex component"
1562502_at,0.969,0.00909778,4.608468,,
239367_at,0.969,0.00911218,4.606829,BDNF,brain derived neurotrophic factor
216612_x_at,0.969,0.00911681,4.606303,,
233045_at,0.969,0.00912687,4.60516,,
242516_x_at,0.969,0.00915151,4.602365,RBM46,RNA binding motif protein 46
1565674_at,0.969,0.00916136,4.60125,FCGR2C///FCGR2A,Fc fragment of IgG receptor IIc (gene/pseudogene)///Fc fragment of IgG receptor IIa
221086_s_at,0.969,0.00918653,4.598407,FEZF2,FEZ family zinc finger 2
243837_x_at,0.969,0.00918801,4.59824,,
226064_s_at,0.969,0.00921243,4.59549,DGAT2,diacylglycerol O-acyltransferase 2
224246_at,0.969,0.00921614,4.595073,,
1566609_at,0.969,0.00921757,4.594912,,
236301_at,0.969,0.00921977,4.594665,IKZF3,IKAROS family zinc finger 3
219631_at,0.969,0.00928823,4.587004,LRP12,LDL receptor related protein 12
205042_at,0.969,0.00929015,4.586789,GNE,glucosamine (UDP-N-acetyl)-2-epimerase/N-acetylmannosamine kinase
242454_at,0.969,0.00929476,4.586275,,
237269_at,0.969,0.00930132,4.585545,,
220752_at,0.969,0.0093111,4.584456,LOC51145,uncharacterized LOC51145
223727_at,0.969,0.00934095,4.581143,KCNIP2,potassium voltage-gated channel interacting protein 2
204338_s_at,0.969,0.00934138,4.581096,RGS4,regulator of G-protein signaling 4
244445_at,0.969,0.00937281,4.57762,,
1555826_at,0.969,0.00940519,4.574051,BIRC5,baculoviral IAP repeat containing 5
231361_at,0.969,0.0094175,4.572697,NLGN1,neuroligin 1
220292_at,0.969,0.00942299,4.572094,ZSCAN32,zinc finger and SCAN domain containing 32
214740_at,0.969,0.0094257,4.571797,UPK3BL///POLR2J3///POLR2J2///POLR2J,uroplakin 3B-like///RNA polymerase II subunit J3///RNA polymerase II subunit J2///RNA polymerase II subunit J
204060_s_at,0.969,0.00942951,4.571379,PRKY///PRKX,"protein kinase, Y-linked, pseudogene///protein kinase, X-linked"
240555_at,0.969,0.00947752,4.566125,,
1570480_s_at,0.969,0.00948153,4.565688,ART1,ADP-ribosyltransferase 1
222790_s_at,0.969,0.00948375,4.565445,RSBN1,round spermatid basic protein 1
221666_s_at,0.969,0.00950111,4.563554,PYCARD,PYD and CARD domain containing
215381_at,0.969,0.00950122,4.563543,MTOR,mechanistic target of rapamycin
225070_at,0.969,0.00952275,4.561201,NUS1,NUS1 dehydrodolichyl diphosphate synthase subunit
220131_at,0.969,0.00952636,4.560809,FXYD7,FXYD domain containing ion transport regulator 7
1559060_a_at,0.969,0.0095437,4.55893,FNIP1,folliculin interacting protein 1
223044_at,0.969,0.0095508,4.558161,SLC40A1,solute carrier family 40 member 1
223868_s_at,0.969,0.00955297,4.557926,WWOX,WW domain containing oxidoreductase
204086_at,0.969,0.00955418,4.557795,PRAME,preferentially expressed antigen in melanoma
203569_s_at,0.969,0.00957627,4.555408,OFD1,"OFD1, centriole and centriolar satellite protein"
244326_at,0.969,0.00963278,4.549328,,
231545_at,0.969,0.00965893,4.546527,,
225269_s_at,0.969,0.0096638,4.546006,RBMS1,RNA binding motif single stranded interacting protein 1
215833_s_at,0.969,0.00969115,4.543086,SPPL2B,signal peptide peptidase like 2B
201554_x_at,0.969,0.00971883,4.540141,GYG1,glycogenin 1
229419_at,0.969,0.00972533,4.53945,FBXW7,F-box and WD repeat domain containing 7
205507_at,0.969,0.00973371,4.538561,ARHGEF15,Rho guanine nucleotide exchange factor 15
244458_at,0.969,0.00975093,4.536736,,
210282_at,0.969,0.00981474,4.530001,ZMYM2,zinc finger MYM-type containing 2
240586_at,0.969,0.00981735,4.529727,ENAM,enamelin
AFFX-PheX-M_at,0.969,0.009818,4.529659,,
210487_at,0.969,0.00982047,4.529399,DNTT,DNA nucleotidylexotransferase
235837_at,0.969,0.00982981,4.528418,SNIP1,Smad nuclear interacting protein 1
203031_s_at,0.969,0.00983971,4.527379,UROS,uroporphyrinogen III synthase
229818_at,0.969,0.00985523,4.525753,SVOP,SV2 related protein
1555025_at,0.969,0.00986147,4.5251,TMEM26,transmembrane protein 26
216767_at,0.969,0.00988023,4.523138,,
242759_at,0.969,0.00994528,4.516369,,
1556950_s_at,0.969,0.00994785,4.516102,SERPINB6,serpin family B member 6
1553197_at,0.969,0.00996409,4.514421,DCAF4L2,DDB1 and CUL4 associated factor 4 like 2
206061_s_at,0.969,0.00998549,4.512208,DICER1,"dicer 1, ribonuclease III"
225202_at,0.969,0.00999494,4.511232,RHOBTB3,Rho related BTB domain containing 3
208478_s_at,0.969,0.01000604,4.510088,BAX,"BCL2 associated X, apoptosis regulator"
1558493_at,0.969,0.0100107,4.509608,CST13P,"cystatin 13, pseudogene"
210538_s_at,0.969,0.01002535,4.508101,BIRC3,baculoviral IAP repeat containing 3
242995_at,0.969,0.01003991,4.506604,,
234563_at,0.969,0.01004331,4.506256,,
1562415_a_at,0.969,0.01006063,4.50448,SPOCD1,SPOC domain containing 1
219719_at,0.969,0.01006879,4.503644,HIGD1B,HIG1 hypoxia inducible domain family member 1B
227780_s_at,0.969,0.01007269,4.503245,ECSCR,endothelial cell surface expressed chemotaxis and apoptosis regulator
202740_at,0.969,0.01007797,4.502704,ABHD14A-ACY1///ACY1,ABHD14A-ACY1 readthrough///aminoacylase 1
241584_at,0.969,0.01008028,4.502468,,
216265_x_at,0.969,0.01009498,4.500967,MYH7,"myosin, heavy chain 7, cardiac muscle, beta"
1558423_at,0.969,0.01010035,4.500419,LINC00265,long intergenic non-protein coding RNA 265
233333_x_at,0.969,0.01010725,4.499715,AVIL,advillin
202109_at,0.969,0.01011646,4.498777,ARFIP2,ADP ribosylation factor interacting protein 2
204604_at,0.969,0.01015145,4.495219,CDK14,cyclin dependent kinase 14
213096_at,0.969,0.01015631,4.494727,TMCC2,transmembrane and coiled-coil domain family 2
231403_at,0.969,0.01017442,4.492891,TRIO,trio Rho guanine nucleotide exchange factor
240593_x_at,0.969,0.0101926,4.491053,,
209880_s_at,0.969,0.01020978,4.489318,SELPLG,selectin P ligand
218980_at,0.969,0.01023704,4.486573,FHOD3,formin homology 2 domain containing 3
236179_at,0.969,0.01024979,4.485291,CDH11,cadherin 11
204789_at,0.969,0.01026141,4.484125,FMNL1,formin like 1
237149_at,0.969,0.01029268,4.480993,,
212713_at,0.969,0.01029422,4.480839,MFAP4,microfibrillar associated protein 4
215191_at,0.969,0.01031435,4.478828,,
243276_at,0.969,0.01033932,4.476339,ALS2CL,ALS2 C-terminal like
1558331_at,0.969,0.01034968,4.475308,SIRT2,sirtuin 2
207752_x_at,0.969,0.01035356,4.474923,PRB1,proline rich protein BstNI subfamily 1
224418_x_at,0.969,0.01037528,4.472767,PMCHL1,pro-melanin concentrating hormone like 1 (pseudogene)
216420_at,0.969,0.01046226,4.46418,,
213873_at,0.969,0.01048003,4.462434,ST3GAL6,"ST3 beta-galactoside alpha-2,3-sialyltransferase 6"
201849_at,0.969,0.01049405,4.46106,BNIP3,BCL2 interacting protein 3
232838_at,0.969,0.01049868,4.460606,ASXL3,"additional sex combs like 3, transcriptional regulator"
231633_at,0.969,0.01052395,4.458135,,
233402_at,0.969,0.01053001,4.457543,,
203607_at,0.969,0.010577,4.452966,INPP5F,inositol polyphosphate-5-phosphatase F
225813_at,0.969,0.01058027,4.452649,RC3H2,ring finger and CCCH-type domains 2
220384_at,0.969,0.0105824,4.452442,NME8,NME/NM23 family member 8
201269_s_at,0.969,0.01064869,4.446026,NUDCD3,NudC domain containing 3
239258_at,0.969,0.01067484,4.443506,,
1553108_at,0.969,0.01068266,4.442753,C5orf24,chromosome 5 open reading frame 24
218154_at,0.969,0.01071473,4.439675,GSDMD,gasdermin D
224921_at,0.969,0.01074515,4.436764,SCAMP2,secretory carrier membrane protein 2
226987_at,0.969,0.01075134,4.436173,RBM15B,RNA binding motif protein 15B
233930_at,0.969,0.01076048,4.4353,DMRT3,doublesex and mab-3 related transcription factor 3
216176_at,0.969,0.0107922,4.432278,HCRP1,hepatocellular carcinoma-related HCRP1
206345_s_at,0.969,0.01082578,4.429089,PON1,paraoxonase 1
203997_at,0.969,0.01086759,4.425134,PTPN3,"protein tyrosine phosphatase, non-receptor type 3"
228108_at,0.969,0.01088549,4.423445,PPM1L,"protein phosphatase, Mg2+/Mn2+ dependent 1L"
1554012_at,0.969,0.01088971,4.423047,RSPO2,R-spondin 2
218089_at,0.969,0.01090408,4.421695,AAR2,AAR2 splicing factor homolog
1555410_at,0.969,0.01097021,4.415492,,
243045_at,0.969,0.01098283,4.414314,SMYD1,SET and MYND domain containing 1
227285_at,0.969,0.01098792,4.413838,CIART,circadian associated repressor of transcription
1557257_at,0.969,0.01101775,4.411058,BCL10,B-cell CLL/lymphoma 10
1570177_at,0.969,0.01104278,4.408732,,
211885_x_at,0.969,0.01104383,4.408634,FUT6,fucosyltransferase 6
1553821_at,0.969,0.01104757,4.408288,HECTD4,HECT domain E3 ubiquitin protein ligase 4
207081_s_at,0.969,0.01105061,4.408005,PI4KA,phosphatidylinositol 4-kinase alpha
36907_at,0.969,0.01105305,4.407779,MVK,mevalonate kinase
242266_x_at,0.969,0.01105869,4.407256,,
218920_at,0.969,0.01107428,4.405811,FAM193B,family with sequence similarity 193 member B
228668_x_at,0.969,0.01107441,4.4058,CCDC71L,coiled-coil domain containing 71-like
208281_x_at,0.969,0.01107893,4.405381,DAZ4///DAZ2///DAZ3///DAZ1,deleted in azoospermia 4///deleted in azoospermia 2///deleted in azoospermia 3///deleted in azoospermia 1
204776_at,0.969,0.01110059,4.403379,THBS4,thrombospondin 4
201174_s_at,0.969,0.01114804,4.399008,TERF2IP,TERF2 interacting protein
244059_at,0.969,0.01118149,4.395939,,
1556655_s_at,0.969,0.01118279,4.39582,CDK12,cyclin dependent kinase 12
208925_at,0.969,0.01118821,4.395323,CLDND1,claudin domain containing 1
203932_at,0.969,0.011201,4.394154,HLA-DMB,"major histocompatibility complex, class II, DM beta"
204695_at,0.969,0.01120649,4.393652,CDC25A,cell division cycle 25A
229812_at,0.969,0.01121535,4.392842,USP48,ubiquitin specific peptidase 48
216132_at,0.969,0.01124033,4.390563,,
1559517_a_at,0.969,0.01124119,4.390485,SPIRE1,spire type actin nucleation factor 1
244776_at,0.969,0.01127653,4.387271,,
221852_at,0.969,0.01127723,4.387207,,
208479_at,0.969,0.01128571,4.386438,KCNA1,potassium voltage-gated channel subfamily A member 1
209941_at,0.969,0.01128753,4.386272,RIPK1,receptor interacting serine/threonine kinase 1
233240_at,0.969,0.01129177,4.385888,,
1564319_at,0.969,0.01131617,4.383678,FAM71E2,family with sequence similarity 71 member E2
228454_at,0.969,0.01132311,4.383051,LCOR,ligand dependent nuclear receptor corepressor
1566966_at,0.969,0.01136832,4.378971,,
208829_at,0.969,0.01136984,4.378835,TAPBP,TAP binding protein (tapasin)
206628_at,0.969,0.01138082,4.377847,SLC5A1,solute carrier family 5 member 1
1566437_at,0.969,0.01142127,4.374216,LOC283475,uncharacterized LOC283475
1565929_s_at,0.969,0.01148246,4.368749,,
213817_at,0.969,0.01148785,4.36827,IRAK3,interleukin 1 receptor associated kinase 3
225156_at,0.969,0.01150098,4.367102,ELOF1,elongation factor 1 homolog
